id,title,genres,original_language,overview,popularity,production_companies,release_date,budget,revenue,runtime,tagline,vote_average,vote_count,credits,keywords,poster_path,backdrop_path,recommendations
9059,Tales from the Crypt: Demon Knight,Horror-Comedy-Thriller,en,Ex-soldier Frank Brayker is the guardian of an ancient key that can unlock tremendous evil; the sinister Collector is a demon who wants the key so he can initiate the apocalypse. On the run from wicked mercenaries for almost 90 years Brayker finally stops in at a boarding house in New Mexico where — with the help of its residents — he plans to face off against the Collector and his band of ghouls preventing them from ever seizing the key.,0.4722467478956972,Universal Pictures-Tales From The Crypt Holdings,1995-01-13,0.19402983871686325,0.22194377970867923,0.38834951456310673,Ready for your deadtime story?,0.6122448979591838,0.21959273527793063,Billy Zane-William Sadler-Jada Pinkett Smith-CCH Pounder-Brenda Bakke-Dick Miller-Thomas Haden Church-John Schuck-Gary Farmer-Charles Fleischer-John Kassir-Tim DeZarn-Sherrie Rose-Ryan O'Donohue-Tony Salome-Chasey Lain-Traci Bingham-Peggy Trentini-Reda Beebe-Te-See Bender-Ponti Butler-Veronica Culver-Tina Lawrence-Elaine del Valle-Mim Parker-John Larroquette,prostitute-key-chosen one-god-based on comic-demon-crypt keeper,/1TekTWa1htkb554KDplTXskQupo.jpg,/6qciYslUAXbeAQ0igoAWExAhZgE.jpg,485811-9431-4226-1029119-10779-9529-9871-32569-34636-9374-1283-8922-1933-34584-4232-11-274-13
2124,Color of Night,Romance-Thriller-Mystery,en,A color-blind psychiatrist is stalked by an unknown killer after taking over his murdered friend's therapy group and becomes embroiled in an intense affair with a mysterious woman who may be connected to the crime.,0.4722173170875272,Cinergi Pictures Entertainment-Hollywood Pictures,1994-08-19,0.5970149193584315,0.20759845284285408,0.6699029126213591,"In the heat of desire, love can turn to deception. Nothing is what it seems when day turns into night.",0.4014285714285716,0.275178866263071,Bruce Willis-Jane March-Rubén Blades-Lesley Ann Warren-Scott Bakula-Brad Dourif-Lance Henriksen-Kevin J. O'Connor-Andrew Lowery-Eriq La Salle-Jeff Corey-Kathleen Wilhoite-Shirley Knight-John Bower-Avi Korein-Steven R. Barnett-Roberta Storm-Erick Avari-Lena Banks-Rachel Wagner,california-secret identity-eroticism-paranoia-group therapy-therapist-grief-obsessive compulsive disorder-psychiatrist-disguise-mental illness-color blindness-voyeurism,/w1OBPkf3BxeC7543YzFwiKIwBFJ.jpg,/3yFGxAMXvfsVWIEmzRbntELcdkw.jpg,11074-918-8838-70586-31586-9333-9319-9292-11593-3172-9882-9644-2026-7183-2122-4824-12220-12647-2069-10592-4244
32985,Solomon Kane,Adventure-Fantasy-Action,en,A nomadic 16th century warrior condemned to hell for his brutal past seeks redemption by renouncing violence but finds some things are worth burning for as he fights to free a young Puritan woman from the grip of evil.,0.4719818706221673,Davis Films-Czech Anglo Productions-Wandering Star Pictures-Essential Entertainment,2009-09-16,0.6716417861439072,0.2068210919167387,0.5048543689320388,Fight evil... With evil.,0.4385714285714287,0.6505228398458999,James Purefoy-Pete Postlethwaite-Alice Krige-Mackenzie Crook-Max von Sydow-Jason Flemyng-Rachel Hurd-Wood-Mark O'Neal-Robert Orr-Richard Ryan-Ian Whyte-Geoff Bell-Rory McCann-Curtis Matthew-Samuel Roukin-James Babson-Anthony Wilks-Isabel Bassett-Patrick Hurd-Wood-Marek Vašut-Christian Dunckley Clark-Frantisek Deak-Thomas McEnchroe-Andrew Whitlaw-Lucas Stone-Robert Russell-Matthew Stirling-Laura Baranik-Andrea Miltner-Philip Winchester,mercenary-murder-puritan-sorcerer-trap-gothic horror-covered wagon-monastery-mercy killing-healing-hanged body-pile of gold-16th century-sword and sorcery,/jwwVNuGRUBXcudG6wOKP9U60BzU.jpg,/5BqdQshlGWtn43YIFHIlYJzhFsR.jpg,23047-38321-19959-10529-13600-27022-37430-20662-4959-23629-52451-20533-40805-2756-22972-22894-172-2312-942-11253-13291
454294,The Kid Who Would Be King,Action-Adventure-Fantasy-Family,en,Old-school magic meets the modern world when young Alex stumbles upon the mythical sword Excalibur. He soon unites his friends and enemies and they become knights who join forces with the legendary wizard Merlin. Together they must save mankind from the wicked enchantress Morgana and her army of supernatural warriors.,0.4718347165813173,20th Century Fox-Big Talk Productions-Working Title Films-TSG Entertainment,2019-01-16,0.8805970131432389,0.33825402325980913,0.6601941747572815,An army to fight. A demon to slay. A world to save. No pressure.,0.4693877551020408,0.34782608695652173,Louis Ashbourne Serkis-Dean Chaumoo-Tom Taylor-Rhianna Dorris-Denise Gough-Angus Imrie-Patrick Stewart-Rebecca Ferguson-Genevieve O'Reilly-Noma Dumezweni-Nathan Stewart-Jarrett-Mark Bonnar-Alexandra Roach-Nick Mohammed-Adam Buxton-Claudie Blakley-Myra McFadyen-Adam Leese-Joey Ansah-Amir Wilson,sword-menace-magic-epic-cornwall england-knight-medieval-enchantress-evil woman-excalibur-stonehenge-quest-led zeppelin,/kBuvLX6zynQP0sjyqbXV4jNaZ4E.jpg,/9jRv507vXUJxOfD7fXYQKYFLC7q.jpg,522681-166428-280217-456740-329996-508763-445629-426563-438650-287947-450465-487297-440472-375588-532671-512196-399579-404368-513045-486131-447404
12703,The Brown Bunny,Drama,en,Bud Clay races motorcycles in the 250cc Formula II class of road racing. After a race in New Hampshire he has five days to get to his next race in California. During his road trip he is haunted by memories of the last time he saw Daisy his true love.,0.4713343928424274,Wild Bunch-Kinétique Inc.-Vincent Gallo Films-Gray Daisy Films,2004-04-07,0.14925371864557788,0.003849002147037937,0.3980582524271844,"I'm not going to be okay, Bud.",0.3265306122448982,0.0996147495872317,Vincent Gallo-Chloë Sevigny-Cheryl Tiegs-Elizabeth Blake-Anna Vareschi-Mary Morasky,prostitute-rape-drug abuse-ambulance-ex-girlfriend-memory-motorcycle-driving,/f8HomPJlyPGIWgBODNbWQrRgjxW.jpg,/y5zpv83mVANKNVAPN7CkhNu9QbB.jpg,9464-308-1878-141-4922-244786-550
2179,Tenacious D in The Pick of Destiny,Comedy-Music,en,In Venice Beach naive Midwesterner JB bonds with local slacker KG and they form the rock band Tenacious D. Setting out to become the world's greatest band is no easy feat so they set out to steal what could be the answer to their prayers... a magical guitar pick housed in a rock-and-roll museum some 300 miles away.,0.4711283771852375,New Line Cinema-Red Hour,2006-11-22,0.3283581989307193,0.1410814995866353,0.3980582524271844,An epic quest. A magical guitar pick. A chance to put the D in Destiny.,0.6038775510204083,0.8552559163456247,Jack Black-Kyle Gass-JR Reed-Ronnie James Dio-Paul F. Tompkins-Troy Gentile-Ned Bellamy-Fred Armisen-Kirk Ward-Amy Poehler-Tim Robbins-Dave Grohl-Ben Stiller-Lara Everly-Brittany Eldridge-Melissa-Anne Davenport-John Ennis-Vincent Foster-Jay Johnston-Colin Hanks-Stephanie Erb-Amy Adams-Milos Milicevic-Molly Bryant-Michael Rivkin-Gregg Turkington-Patrick M. Walsh-Bevin Kaye-Evie Peck-Mason Knight-Erik Walker-Cynthia Ettinger-Andrew Lewis Caldwell-Laura Milligan-Jason Segel-Meat Loaf-John C. Reilly,rock 'n' roll-guitar-rock star-music competition-satan-devil,/kYo7TWASMC3YG3dJVsEsE4CNkd7.jpg,/phWTf9WMNXeCO7W96QdX9Yp0n38.jpg,1584-9750-9353-41428-8988-31586-25438-8618-464-13491-10733-26723-82864-16378-16156-114146-525424-837693-28469-133753
82390,The Paperboy,Thriller-Drama-Mystery,en,As investigative reporter Ward Jansen and his partner Yardley Acheman chase a sensational career-making story with the help of Ward's younger brother Jack and sultry death-row groupie Charlotte Bless the pair tries to prove violent swamp-dweller Hillary Van Wetter was framed for the murder of a corrupt local sheriff.,0.4707752074871976,Lee Daniels Entertainment-Nu Image-Millennium Films-Benaroya Pictures,2012-09-14,0.1865671520383157,0.014248200161877137,0.5339805825242718,,0.36244897959183675,0.3538800220143093,Zac Efron-Matthew McConaughey-Nicole Kidman-John Cusack-David Oyelowo-Scott Glenn-Ned Bellamy-Nealla Gordon-Macy Gray-Edrick Browne-Kevin Waterman-Danny Hanemann-Peter Murnik-John P. Fertitta-Jay Oliver-Gary Clarke-Ava Bogle-Adam Sibley-J.D. Evermore-Phyllis Montana LeBlanc-Nicole Barré-Camille Balsamo-Leslie Hippensteel-Grace Hightower-Lorrie Chilcoat-Faizon Love-Stiggidy Steve-Rahsaana Ison-Katarzyna Wolejnio-Nikolette Noel-Corrina Lyons,prison-florida-death row-everglades-swamp-reporter-newspaper man-pantyhose-lgbt-1960s,/AiALtw5Nl4adb6oO4VndBPo3RkQ.jpg,/qrRugDSIN9i9u0ClGP7X193Akjf.jpg,73567-9890-77877-6972-82525-215211-225565-122081-70578-471507-84175-9722-64689-127493-37950-60747-9571-16996-109091-77930-28211
399796,Life of the Party,Comedy,en,When her husband suddenly dumps her longtime dedicated housewife Deanna turns regret into re-set by going back to college... landing in the same class and school as her daughter who's not entirely sold on the idea. Plunging headlong into the campus experience the increasingly outspoken Deanna – now Dee Rock – embraces freedom fun and frat boys on her own terms finding her true self in a senior year no one ever expected.,0.4704808994054976,New Line Cinema-Warner Bros. Pictures-On the Day,2018-05-10,0.4477611857874803,0.6493399004413923,0.5145631067961165,Give life the old college try.,0.48979591836734715,0.49477160154100164,Melissa McCarthy-Molly Gordon-Gillian Jacobs-Maya Rudolph-Julie Bowen-Matt Walsh-Stephen Root-Jacki Weaver-Jessie Ennis-Debby Ryan-Adria Arjona-Luke Benward-Jimmy O. Yang-Chris Parnell-Heidi Gardner-Yani Simone-Damon Jones-Ben Falcone-Nat Faxon-Sarah Baker-Steve Mallory-Courtney Patterson-Karina Delbeau-Charles-Michele Jang-Mac Alsfeld-Steve Falcone-Michael D. McCarthy-Chris Cavalier-Christina Aguilera-Karen Maruyama-Flynn Falcone-Raven Wynn,housewife-college-daughter,/749iUAWQWeutQuTd9excjmigecw.jpg,/5uayF96i4JWtdNH3uJy5IpImDBT.jpg,437557-460668-502682-455980-445571-402900-497814-454619-323676-340022-136795-427641-454992-449176-454293-109431-491418-400579-455207-431530-376659
268920,Hot Pursuit,Action-Comedy-Crime,en,An uptight by-the-book cop must protect the widow of a drug boss from crooked cops and gunmen.,0.4701571605156277,New Line Cinema-Metro-Goldwyn-Mayer-Warner Bros. Pictures-Pacific Standard,2015-05-08,0.522388052572956,0.5438863891400284,0.3398058252427184,Armed and Sort-of Dangerous.,0.3877551020408164,0.8029719317556412,Reese Witherspoon-Sofía Vergara-Michael Mosley-John Carroll Lynch-Richard T. Jones-Jodi Lyn Brockton-Robert Kazinsky-Matthew Del Negro-Mike Birbiglia-Jaylen Moore-Harley Graham-Matthew Del Negro-Kathleen Fletcher-Alejandra Pérez-Abigail James Witherspoon-Kenneth Kynt Bryan-Benny Nieves-Michael Ray Escamilla-Joaquín Cosío-Jim Gaffigan-Vincent Laresca-David Jensen-Evaluna Montaner-Marcus Lyle Brown-Manolo Gonzalez-Vergara-Kim Collins-Harlon Miller-Rachel Wulff-Phil Anaya-Jannette Sepwa-Joe Camp III-Anne Fletcher-Oscar Gale-Carol Sutton-Peaches Davis-Fallingstar Locke-Kayla Cangiamilla-Leslie Ivette Quezada-Millarel Ormazabal-Natalie Legendre-Zachary Woodlee-Noel Rathe-Precious Roberson-Bryce Romero-Josué Gutierrez-Leticia Magaña-Jerome Andries-Michael D. Anglin-John L. Armijo-Tony Beard-Sean Beck-Tearyn Belanger-Lukas Bennett-Eric Berris-Betsy Borrego-Renaldo Brady-Tom Bui-Kina Dach'e Bullock-Janet Lynn Carey-Ron Centanni-Stephanie Claire-Callie Croughwell-Michelle DeVito-Taylor DiMarco-Jared Drennan-Divine Prince Ty Emmecca-Sharon Farmer-Rebecca Lee Fox-Orlando Gallegos-Rebecca Gamble-John Garcia-Geraldine Glenn-Scott Gray-Lyle R. Guidroz-Christopher Gulas-Scott Gulino-Jeannie Hargrave-Sadarias Harrell-Ryan Hebert-Christopher Heskey-Bria Hobgood-Samantha Hopkins-Lizeth Hutchings-Don Jarrells-Pat Jarrells-Patrick Kearns-Steve Kish-John C. Klein-Mark Kubr-Taylor Lissarrague-Tracy B. Mann-Nathan Marchena-Cesar Marquez-Mark Miscione-Mike R. Moreau-Nicondra Norwood-Robert Pekel-Joseph Poliquin-Anthony Ramsey-LaQuita S-Kay-William Schaff-Kerry Sims-Sean Stevens-Will Stone-Daryl Thibodaux-Shirley Tregre-Julee Vadnais-Leslie Anne Whitman-Benjamin Wood,texas-prisoner-cop-drug cartel-on the run-police officer-prisoner on the run-woman director,/lobNOBHuJQCP9ZYAf86MBMwRrmZ.jpg,/iRaWDcGpKCynIXpCewle2YwQffL.jpg,238713-248574-254470-256961-257091-222936-252838-10327-193610-271718-296099-187596-8835-243938-136795-254128-264999-76757-232672-262500-256591
45839,FRED: The Movie,Comedy-Family-Adventure-TV Movie,en,Fred Figglehorn is in love with Judy who lives next door. But Kevin the local bully prevents Fred from seeing Judy until she moves out of town. So Fred embarks on a quest to find her in the hope that his feelings will be reciprocated.,0.4698334216257578,Derf Films-Varsity Pictures-The Collective Studios,2010-12-17,0.05970147850300714,0.01378210985258589,0.30097087378640774,The epic journey to find Judy!,0.16326530612244894,0.08310401761144744,Lucas Cruikshank-Pixie Lott-Jake Weary-Jennette McCurdy-John Cena-Siobhan Fallon Hogan-Jack Coughlan-Mak Kriksciun-Robert Noble-Gary Anthony Williams-John Gatins-Bambadjan Bamba-Kirsten Berman-Óscar Núñez-Jordan Black-Dave Silva-Chris Wylde-Kevin Olson-Stephanie Courtney-Edith Jefferson-Cassandra Braden-Alicia Favela-Jazzlyn Marae-Dallas Lovato-Ronald Hysten-Eddy Martin-Trevor Brown-Clay Weiner,,/tdGRSeyOsGw1eHqU6s4oigQxChZ.jpg,/8oHSI560PYFzjAsyqqjHtiGxBzb.jpg,84564-128542-81380-899035-33871-34751-370765-311615-24795-89825-62459-14444-2925-522-41233-568091-449563-44896-646380-324786
296100,The Night Before,Comedy-Adventure-Fantasy,en,In New York City for their annual tradition of Christmas Eve debauchery three lifelong best friends set out to find the Holy Grail of Christmas parties since their yearly reunion might be coming to an end.,0.4698039908175878,Columbia Pictures-Sony Pictures-Point Grey Pictures-Good Universe,2015-11-20,0.3731343190020047,0.5514194706279965,0.4757281553398057,"Their past, present and future. All in one night.",0.4693877551020408,0.8194826637314254,Joseph Gordon-Levitt-Seth Rogen-Anthony Mackie-Lizzy Caplan-Jillian Bell-Mindy Kaling-Michael Shannon-Lorraine Toussaint-Randall Park-Ilana Glazer-Nathan Fielder-Heléne Yorke-Aaron Hill-Tracy Morgan-Darrie Lawrence-James Franco-Miley Cyrus-Kamal Angelo Bolden-Baron Davis-Chuck Muckle-Curt Bouril-Brooke Liddell-Kiley Liddell-Jason Mantzoukas-Jason Jones-Clem Cheung-Harolyn Blackwell-Natalie Knepp-Cameron Earl Thrift-Jeremy Vimes-Gabriel Long-Michaela Sprague-Euan Morton-Marilyn O'Connell-Richard Hughes-Theodora Miranne-Nicola Fiore-Aly Mang-Marija Skangale-Bill Walters-Hannah Townsend,new york city-christmas party-male friendship-hanukkah-drugs-childhood friends-christmas music-christmas,/rfeNBaiMBg0UQsBQFv1qsjTjZWn.jpg,/spQjZHP7lMVAMLun98W4YA1c2jL.jpg,266294-33427-26180-9981-325133-287903-274167-228967-384682-195589-186759-316023-4964-227973-308639-333348-59968-252838-109414-8363-323675
9829,United 93,Drama-History-Crime-Thriller-Action,en,A real-time account of the events on United Flight 93 one of the planes hijacked on 9/11 that crashed near Shanksville Pennsylvania when passengers foiled the terrorist plot.,0.46962740596856783,StudioCanal-Sidney Kimmel Entertainment-Working Title Films,2006-04-28,0.2238805854310535,0.8028407156153261,0.5728155339805825,"September 11, 2001. Four planes were hijacked. Three of them reached their target. This is the story of the fourth.",0.6810204081632653,0.6609796367638966,Trieste Kelly Dunn-Starla Benford-Kate Jennings Grant-J.J. Johnson-Polly Adams-Trish Gates-Olivia Thirlby-Nancy McDoniel-Gary Commock-Opal Alladin-Susan Blommaert-David Alan Basche-Richard Bekins-Christian Clemenson-Liza Colón-Zayas-Ray Charleson-Denny Dillon-Peter Hermann-Lorna Dallas-Tara Hugo-Marceline Hugot-Khalid Abdalla-Daniel Sauli-Tom O'Rourke-Cheyenne Jackson-Patrick St. Esprit-John Rothman-Erich Redman-Leigh Zimmerman-Ben Sliney-Gregg Henry-Chip Zien,terrorist-war on terror-airplane-hijacking-terror cell-emergency landing-9/11-terrorist group-al qaeda,/aahr1uIPrEej8q4baE1RYXOXwFB.jpg,/pbm04tWNa8MkbPqJ33yrGVXTWAl.jpg,50336-591988-707167-164481-373559-133476-1852-244610-503-12205-3291-205-276624-820-612-109424-2171-326-913-11153-855
10633,In the Heat of the Night,Crime-Drama-Mystery-Thriller,en,African-American Philadelphia police detective Virgil Tibbs is arrested on suspicion of murder by Bill Gillespie the racist police chief of tiny Sparta Mississippi. After Tibbs proves not only his own innocence but that of another man he joins forces with Gillespie to track down the real killer. Their investigation takes them through every social level of the town with Tibbs making enemies as well as unlikely friends as he hunts for the truth.,0.4695685443522279,United Artists-The Mirisch Company,1967-08-02,0.02985073178881689,0.28814897824054525,0.5533980582524272,They got a murder on their hands. They don’t know what to do with it.,0.7944897959183673,0.4634012107870115,Sidney Poitier-Rod Steiger-Warren Oates-Peter Whitney-Lee Grant-Anthony James-William Schallert-Scott Wilson-Larry Gates-James Patterson-Quentin Dean-Kermit Murdock-Larry D. Mann-Matt Clark-Beah Richards-Arthur Malet-Fred Stewart-Timothy Scott-William Watson-Eldon Quick-Jester Hairston-Stuart Nisbet-Khalil Bezaleel-Peter Masterson-Phil Adams-Nikita Knatz-Sam Reese-Alan Oppenheimer-Clegg Hoyt-Buzz Barton,southern usa-black people-small town-police chief-racial segregation-racist-stolen money-murder-youth gang-whodunit-poverty-false accusations-police station-racial tension-autopsy room-red herring-railroad station-white supremacists-nymphette-bigot-deep south-cotton plantation-southern small town-rumble-illegal abortionist-petty thief-jumping to conclusions,/7YBArHRC2nrjXurD8ni1LqDZ0Gy.jpg,/xY5sgU09cOsvEAgJZaYo2aOZEFi.jpg,337846-994-396-25934-1879-38805-654-11426-903-10377-874-936-284-22201-826-10774-1632-10669-702-17917-3116
16577,Astro Boy,Animation-Action-Family-Science Fiction,en,Set in the futuristic Metro City Astro Boy (Atom) is a young robot with incredible powers created by a brilliant scientist in the image of the son he had lost. Unable to fulfill his creator's expectations Astro embarks on a journey in search of acceptance experiencing betrayal and a netherworld of robot gladiators before returning to save Metro City and reconcile with the father who rejected him.,0.469185943846018,Summit Entertainment-Imagi Animation Studios-Tezuka Productions,2009-10-15,0.14925371864557788,0.20575691832807105,0.40776699029126207,Have a blast.,0.5102040816326531,0.7583929554210237,Nicolas Cage-Madeline Carroll-Freddie Highmore-Kristen Bell-Donald Sutherland-Bill Nighy-Eugene Levy-Sterling Beaumon-Nathan Lane-Samuel L. Jackson-Charlize Theron-David Alan Grier-Alan Tudyk-Newell Alexander-Elle Fanning-Pilar Flynn-Dee Bradley Baker-Moisés Arias-Ryan Stiles-Matt Lucas,hero-future-superhero-based on manga-robot-family,/fYOJaaCpqq1NatziVJntmsXXDi8.jpg,/qXD5vfFe1blOXJbOHXlU5CYJMQB.jpg,16866-5559-7484-13053-9906-1267-15512-23398-12244-6477-9928-11619-19585-45772-38055-49444-9408-12222-9907-9982-41513
1090,The Thirteenth Floor,Thriller-Science Fiction-Mystery,en,Los Angeles. A wealthy man known as Mr. Fuller discovers a shocking secret about the world he lives in. Fearing for his life he leaves a desperate message for a friend of his in the most unexpected place.,0.46909765142150806,Centropolis Film Productions-Columbia Pictures,1999-04-16,0.23880595878814861,0.19536987562183084,0.4757281553398057,Question reality.,0.6581632653061226,0.5987892129884426,Craig Bierko-Armin Mueller-Stahl-Gretchen Mol-Vincent D'Onofrio-Dennis Haysbert-Steven Schub-Jeremy Roberts-Rif Hutton-Leon Rippy-Janet MacLachlan-Brad William Henke-Burt Bulos-Venessia Valentino-Howard S. Miller-Tia Texada-Shiri Appleby-Bob Clendenin-Rachel Winfree-Meghan Ivey-Alison Lohman-Hadda Brooks-Ron Boussom-Ernie Lively-Toni Sawyer-Brooks Almy-Darryl Henriques-Suzanne Harrer-Lee Weaver-Geoffrey Rivas-Travis Tedford-Jeff Blumenkrantz-Andrew Alden-Johnny Crawford,artificial intelligence-based on novel or book-simulation-computer program-virtual reality-dystopia-remake-los angeles california-parallel world-alternate reality-existentialism-mind transfer-1990s-1930s,/7oaie3ZBc9UuWZLF24crro1pone.jpg,/nJ0jz1J3zNja31UEMeklhgFeMw5.jpg,2666-1946-167-10547-9886-17431-860-63-10153-1073-2787-782-2742-8831-2756-8413-1903-13363-4437-686-19898
16620,La Bamba,Drama-Music,en,"Los Angeles teenager Ritchie Valens becomes an overnight rock 'n' roll success in 1958 thanks to a love ballad called ""Donna"" that he wrote for his girlfriend. But as his star rises Valens has conflicts with his jealous brother Bob and becomes haunted by a recurring nightmare of a plane crash just as he begins his first national tour alongside Buddy Holly.",0.4690093589969981,Columbia Pictures-New Visions Pictures,1987-07-24,0.09701491189574495,0.5705671862740108,0.5436893203883495,Born into poverty. Destined for stardom. He lived the American dream.,0.6938775510204084,0.32581177765547603,Lou Diamond Phillips-Danielle von Zerneck-Elizabeth Peña-Rosanna DeSoto-Esai Morales-Joe Pantoliano-Marshall Crenshaw-Brian Setzer-Daniel Valdez-Howard Huntsberry-Felipe Cantu-Eddie Frias-Mike Moroff-Geoffrey Rivas-Sam Anderson-Maggie Gwinn-Jeffrey Alan Chandler-Stephen Lee-John Quade-Lettie Ibarra-Diane Rodriguez-Katie Valdez-Gloria Balcorta-Ernesto Hernández-Noble Willingham-Thom Pintello-Stephen F. Schmidt-Rosanna Locke-Kim Sebastian-Dyana Ortelli-Andy Griggs-Art K. Koustik-Tony Genaro-Allison Robinson-Hunter Payne-Joe Miller-Mary Ann Tanedo-Barb Jittner-Brian Russell-Yolanda Martinez Olivarri-Frank Aragon-Linda Holdahl-Thomas Rosales Jr.-Matthew Shields-Reynaldo Silva-Connie Valenzuela-Rick Dees,rock 'n' roll-biography-death-dying young-nostalgic-mexican american-rising star-marital rape-1950s,/6Znulqtc7cdqlUC69HGf26Ef5fi.jpg,/oU9DYER143SVPYrlzAjnfhnorOk.jpg,16052-287-11690-535-10222-12154-9399-10068-8491-7520-9610-1551-9874-847-2323-11474-9671-10110-11005-951-11009
11158,"Honey, I Blew Up the Kid",Adventure-Comedy-Family-Science Fiction,en,Wayne Szalinski is at it again. But instead of shrinking things he tries to make a machine that can make things grow. As in the first one his machine isn't quite accurate. But when he brings Nick & his toddler son Adam to see his invention the machine unexpectedly starts working. And when Adam comes right up to the machine he gets zapped along with his stuffed bunny.,0.46883277414797814,Walt Disney Pictures-Touchwood Pacific Partners 1,1992-07-16,0.5970149193584315,0.6173681342660022,0.35922330097087374,The BIG Laughs Start January 6th!,0.2857142857142859,0.5558613098514035,Rick Moranis-Marcia Strassman-Robert Oliveri-Daniel Shalikar-Joshua Shalikar-Lloyd Bridges-John Shea-Keri Russell-Ron Canada-Amy O'Neill-Michael Milhoan-Gregory Sierra-Leslie Neale-Julia Sweeney-Linda Carlson,becoming an adult-inventor-infant-family,/iLWZJAIcSqthsmJ3pMbtiE9Ap6N.jpg,/qhwmkPBg9MithppIXhUNVCYA4uR.jpg,9354-11425-1034362-81367-10603-332-9574-3050-888-718838-9446-26264-12139-24126-11359-18843-11982-11806-19766-6279-20737
10294,Vacancy,Horror-Thriller,en,A young married couple becomes stranded at an isolated motel and find hidden video cameras in their room. They realize that unless they escape they'll be the next victims of a snuff film.,0.4688033433398081,Screen Gems-Hal Lieberman Company,2007-04-20,0.283582078859434,0.37150668533553677,0.3203883495145631,Once you've checked in... The terror begins.,0.48979591836734715,0.7484865162355532,Kate Beckinsale-Luke Wilson-Frank Whaley-Ethan Embry-Scott G. Anderson-Mark Casella-David Doty-Norm Compton-Caryn Mower-Meegan E. Godfrey-Kym Stys-Andrew Fiscella-Dale Waddington-Ernest Misko-Bryan Ross-Chevon Hicks-Betsy Hammer-Kevin Dunigan-Chuck Lamb-Cary Wayne Moore-Richie Varga,remoteness-motel-snuff-deception-hidden camera-psychological thriller-killer-trapped-survival horror-estranged couple-broken down car-one night-isolated,/1DdfXaXzi1sJysZ800GOUAwlLR4.jpg,/7rTIZCubYsgITs7gZ0ysANb6kOn.jpg,146640-15641-10244-10274-10053-1977-10665-457041-10292-10065-9966-9885-10832-371560-38157-13515-11152-4513-203834-18405-9796
13335,Harold & Kumar Escape from Guantanamo Bay,Comedy-Adventure,en,Having satisfied their urge for White Castle Harold and Kumar jump on a plane to catch up with Harold's love interest who's headed for the Netherlands. But the pair must change their plans when Kumar is accused of being a terrorist. Rob Corddry also stars in this wild comedy sequel that follows the hapless stoners' misadventures as they try to avoid being captured by the Department of Homeland Security.,0.4687444817234681,Unknown,2008-04-25,0.17910446535976812,0.45772495224489707,0.5339805825242718,This time they're running from the joint.,0.5102040816326531,0.6840946615299945,John Cho-Kal Penn-Neil Patrick Harris-Rob Corddry-Jack Conley-David Krumholtz-Eddie Kaye Thomas-Roger Bart-Eric Winter-Christopher Meloni-Danneel Ackles-Beverly D'Angelo-Missi Pyle-Jon Reep-Paula Garcés-Crystal Mantecon-Richard Christy-Amir Talai-Josh Heald-Ava Knighten Santana-Chantel Silvain-Echo Valley-Marisa Belinda-Claudia Pena-Ed Helms-Jon Hurwitz-Hayden Schlossberg-D'Anthony Palms-Jimmy Lee Jr.-Nicole Graves-Krystal Mayo,terrorist-guantanamo bay-guantánamo-cannabis-east asian lead-buddy-stoner-aftercreditsstinger-duringcreditsstinger-stoner movie,/pRo2wOKbJEfoLnTK1APcDtKfGzL.jpg,/7Q1SGTuIDkTnKRonEhmYUefQP79.jpg,11282-55465-144785-10189-23048-71552-48988-11017-9988-1948-9285-2105-10032-39451-32823-13387-34544-12177-9870-107811-8960
9448,The Big Hit,Action-Adventure-Comedy-Thriller,en,Affable hit man Melvin Smiley is constantly being scammed by his cutthroat colleagues in the life-ending business. So when he and his fellow assassins kidnap the daughter of an electronics mogul it's naturally Melvin who takes the fall when their prime score turns sour. That's because the girl is the goddaughter of the gang's ruthless crime boss. But even while dodging bullets Melvin has to keep his real job secret from his unsuspecting fiancée Pam.,0.46856789687444816,TriStar Pictures,1998-04-24,0.19402983871686325,0.28422523410071954,0.37864077669902907,Nothing's more dangerous than some nice guys... with a little time to kill.,0.4285714285714287,0.186020913593836,Mark Wahlberg-Lou Diamond Phillips-Christina Applegate-China Chow-Avery Brooks-Antonio Sabàto Jr.-Bokeem Woodbine-Elliott Gould-Lainie Kazan-Robin Dunne-Danny Smith-Sab Shimono-Lela Rochon-Matt Birman,bungee-jump-dark comedy-video store-kosher-stealing a car-night vision goggles-suitcase full of money,/aYDC6E9wi6vUmqnJtHsYJfMhFo2.jpg,/yB5n2EfRkQfTFpYL2yCX7eJLAUk.jpg,6415
